"TOA5","CR300Series","CR300","28930","CR300.Std.10.04","CPU:PasoAlejoLewis_v01.CR300","10470","a_HumSuel_pAlejoLew"
"TIMESTAMP","RECORD","hs_t1_20_L","hs_t1_40_L","hs_t1_60_L","hs_t2_20_L","hs_t2_40_L","hs_t2_60_L","hs_t3_20_L","hs_t3_40_L","hs_t3_60_L","hs_t4_20_L","hs_t4_40_L","hs_t4_60_L"
"TS","RN","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-11-04 05:45:00",1608,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-04 06:00:00",1609,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.389,0.358,0.357,0.406
"2022-11-04 06:15:00",1610,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.389,0.357,0.357,0.406
"2022-11-04 06:30:00",1611,0.239,0.267,0.31,0.314,0.4,0.418,0.324,0.352,0.389,0.358,0.357,0.406
"2022-11-04 06:45:00",1612,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-04 07:00:00",1613,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.389,0.358,0.357,0.406
"2022-11-04 07:15:00",1614,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 07:30:00",1615,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.389,0.358,0.357,0.406
"2022-11-04 07:45:00",1616,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.389,0.358,0.357,0.406
"2022-11-04 08:00:00",1617,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 08:15:00",1618,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.356,0.406
"2022-11-04 08:30:00",1619,0.239,0.267,0.31,0.314,0.399,0.417,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 08:45:00",1620,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-04 09:00:00",1621,0.239,0.267,0.31,0.314,0.399,0.417,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 09:15:00",1622,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.356,0.406
"2022-11-04 09:30:00",1623,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 09:45:00",1624,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 10:00:00",1625,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 10:15:00",1626,0.239,0.267,0.31,0.314,0.399,0.417,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 10:30:00",1627,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 10:45:00",1628,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 11:00:00",1629,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 11:15:00",1630,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 11:30:00",1631,0.239,0.267,0.31,0.314,0.399,0.417,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 11:45:00",1632,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 12:00:00",1633,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 12:15:00",1634,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-04 12:30:00",1635,0.239,0.267,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.358,0.357,0.406
"2022-11-04 12:45:00",1636,0.239,0.267,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.358,0.357,0.406
"2022-11-04 13:00:00",1637,0.239,0.267,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.358,0.357,0.406
"2022-11-04 13:15:00",1638,0.239,0.267,0.31,0.313,0.399,0.417,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 13:30:00",1639,0.239,0.267,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.357,0.357,0.405
"2022-11-04 13:45:00",1640,0.239,0.267,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 14:00:00",1641,0.239,0.267,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.358,0.357,0.406
"2022-11-04 14:15:00",1642,0.239,0.267,0.31,0.313,0.399,0.417,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 14:30:00",1643,0.239,0.267,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 14:45:00",1644,0.239,0.267,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 15:00:00",1645,0.239,0.267,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 15:15:00",1646,0.239,0.266,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 15:30:00",1647,0.239,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 15:45:00",1648,0.239,0.266,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 16:00:00",1649,0.239,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 16:15:00",1650,0.239,0.266,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 16:30:00",1651,0.239,0.266,0.31,0.314,0.399,0.417,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 16:45:00",1652,0.239,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 17:00:00",1653,0.239,0.266,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 17:15:00",1654,0.239,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.358,0.356,0.406
"2022-11-04 17:30:00",1655,0.239,0.266,0.31,0.314,0.399,0.418,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 17:45:00",1656,0.239,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.356,0.405
"2022-11-04 18:00:00",1657,0.239,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 18:15:00",1658,0.239,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 18:30:00",1659,0.239,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 18:45:00",1660,0.239,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 19:00:00",1661,0.239,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 19:15:00",1662,0.239,0.266,0.31,0.313,0.398,0.417,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 19:30:00",1663,0.239,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 19:45:00",1664,0.239,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-04 20:00:00",1665,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-04 20:15:00",1666,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-04 20:30:00",1667,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-04 20:45:00",1668,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-04 21:00:00",1669,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-04 21:15:00",1670,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-04 21:30:00",1671,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-04 21:45:00",1672,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-04 22:00:00",1673,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-04 22:15:00",1674,0.238,0.266,0.31,0.313,0.398,0.418,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-04 22:30:00",1675,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-04 22:45:00",1676,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-04 23:00:00",1677,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.358,0.356,0.406
"2022-11-04 23:15:00",1678,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-04 23:30:00",1679,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-04 23:45:00",1680,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 00:00:00",1681,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 00:15:00",1682,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 00:30:00",1683,0.238,0.266,0.31,0.314,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 00:45:00",1684,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.358,0.357,0.406
"2022-11-05 01:00:00",1685,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 01:15:00",1686,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 01:30:00",1687,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 01:45:00",1688,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 02:00:00",1689,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 02:15:00",1690,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 02:30:00",1691,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 02:45:00",1692,0.238,0.266,0.31,0.314,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 03:00:00",1693,0.238,0.266,0.31,0.314,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 03:15:00",1694,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.405
"2022-11-05 03:30:00",1695,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 03:45:00",1696,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.356,0.406
"2022-11-05 04:00:00",1697,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 04:15:00",1698,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 04:30:00",1699,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.356,0.406
"2022-11-05 04:45:00",1700,0.238,0.266,0.31,0.314,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 05:00:00",1701,0.238,0.266,0.31,0.313,0.399,0.417,0.324,0.352,0.389,0.357,0.357,0.406
"2022-11-05 05:15:00",1702,0.238,0.266,0.31,0.313,0.398,0.417,0.324,0.352,0.389,0.357,0.357,0.406
"2022-11-05 05:30:00",1703,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.356,0.406
"2022-11-05 05:45:00",1704,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.356,0.406
"2022-11-05 06:00:00",1705,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.357,0.406
"2022-11-05 06:15:00",1706,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.358,0.357,0.406
"2022-11-05 06:30:00",1707,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.357,0.406
"2022-11-05 06:45:00",1708,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.358,0.357,0.406
"2022-11-05 07:00:00",1709,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.357,0.405
"2022-11-05 07:15:00",1710,0.238,0.266,0.31,0.313,0.399,0.417,0.324,0.352,0.389,0.357,0.357,0.406
"2022-11-05 07:30:00",1711,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.357,0.406
"2022-11-05 07:45:00",1712,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.356,0.406
"2022-11-05 08:00:00",1713,0.238,0.266,0.31,0.313,0.398,0.417,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 08:15:00",1714,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.357,0.406
"2022-11-05 08:30:00",1715,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 08:45:00",1716,0.238,0.266,0.31,0.313,0.399,0.417,0.324,0.352,0.389,0.357,0.357,0.406
"2022-11-05 09:00:00",1717,0.238,0.266,0.31,0.314,0.399,0.418,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 09:15:00",1718,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.39,0.357,0.356,0.406
"2022-11-05 09:30:00",1719,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.39,0.357,0.356,0.406
"2022-11-05 09:45:00",1720,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.356,0.406
"2022-11-05 10:00:00",1721,0.238,0.266,0.31,0.313,0.399,0.417,0.324,0.352,0.39,0.358,0.356,0.406
"2022-11-05 10:15:00",1722,0.238,0.266,0.31,0.313,0.399,0.417,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 10:30:00",1723,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 10:45:00",1724,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.357,0.406
"2022-11-05 11:00:00",1725,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 11:15:00",1726,0.238,0.266,0.31,0.314,0.399,0.417,0.324,0.352,0.389,0.357,0.356,0.406
"2022-11-05 11:30:00",1727,0.238,0.266,0.31,0.313,0.399,0.417,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 11:45:00",1728,0.238,0.266,0.31,0.313,0.399,0.417,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 12:00:00",1729,0.238,0.266,0.31,0.313,0.399,0.417,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 12:15:00",1730,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 12:30:00",1731,0.238,0.266,0.31,0.313,0.399,0.417,0.324,0.352,0.389,0.357,0.356,0.406
"2022-11-05 12:45:00",1732,0.238,0.266,0.31,0.313,0.399,0.417,0.324,0.352,0.39,0.357,0.357,0.406
"2022-11-05 13:00:00",1733,0.238,0.266,0.31,0.313,0.399,0.418,0.324,0.352,0.389,0.357,0.356,0.406
"2022-11-05 13:15:00",1734,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-05 13:30:00",1735,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 13:45:00",1736,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-05 14:00:00",1737,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-05 14:15:00",1738,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.39,0.357,0.357,0.405
"2022-11-05 14:30:00",1739,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 14:45:00",1740,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.405
"2022-11-05 15:00:00",1741,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.405
"2022-11-05 15:15:00",1742,0.238,0.266,0.31,0.313,0.399,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 15:30:00",1743,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.39,0.357,0.356,0.406
"2022-11-05 15:45:00",1744,0.238,0.266,0.31,0.313,0.398,0.417,0.323,0.352,0.39,0.357,0.357,0.406
"2022-11-05 16:00:00",1745,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 16:15:00",1746,0.238,0.266,0.31,0.313,0.398,0.418,0.323,0.352,0.389,0.357,0.356,0.405
"2022-11-05 16:30:00",1747,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 16:45:00",1748,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.39,0.357,0.356,0.405
"2022-11-05 17:00:00",1749,0.238,0.266,0.31,0.313,0.398,0.418,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 17:15:00",1750,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 17:30:00",1751,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 17:45:00",1752,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.405
"2022-11-05 18:00:00",1753,0.238,0.266,0.31,0.313,0.398,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 18:15:00",1754,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.405
"2022-11-05 18:30:00",1755,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-05 18:45:00",1756,0.238,0.266,0.309,0.313,0.398,0.417,0.323,0.352,0.389,0.356,0.356,0.406
"2022-11-05 19:00:00",1757,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.405
"2022-11-05 19:15:00",1758,0.238,0.266,0.309,0.313,0.398,0.417,0.323,0.352,0.389,0.356,0.356,0.406
"2022-11-05 19:30:00",1759,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.356,0.356,0.405
"2022-11-05 19:45:00",1760,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.405
"2022-11-05 20:00:00",1761,0.238,0.266,0.31,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.405
"2022-11-05 20:15:00",1762,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 20:30:00",1763,0.238,0.266,0.309,0.312,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.405
"2022-11-05 20:45:00",1764,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.356,0.356,0.405
"2022-11-05 21:00:00",1765,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-05 21:15:00",1766,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.356,0.357,0.406
"2022-11-05 21:30:00",1767,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-05 21:45:00",1768,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-05 22:00:00",1769,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.352,0.389,0.356,0.356,0.406
"2022-11-05 22:15:00",1770,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-05 22:30:00",1771,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.352,0.389,0.356,0.356,0.406
"2022-11-05 22:45:00",1772,0.238,0.266,0.309,0.313,0.398,0.417,0.323,0.352,0.389,0.356,0.356,0.405
"2022-11-05 23:00:00",1773,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.405
"2022-11-05 23:15:00",1774,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-05 23:30:00",1775,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-05 23:45:00",1776,0.238,0.265,0.309,0.313,0.398,0.417,0.323,0.351,0.389,0.356,0.356,0.406
"2022-11-06 00:00:00",1777,0.238,0.265,0.309,0.312,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-06 00:15:00",1778,0.238,0.265,0.309,0.313,0.399,0.418,0.323,0.351,0.389,0.356,0.356,0.405
"2022-11-06 00:30:00",1779,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.405
"2022-11-06 00:45:00",1780,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.405
"2022-11-06 01:00:00",1781,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-06 01:15:00",1782,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.405
"2022-11-06 01:30:00",1783,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.405
"2022-11-06 01:45:00",1784,0.238,0.265,0.309,0.312,0.399,0.417,0.323,0.351,0.388,0.357,0.356,0.405
"2022-11-06 02:00:00",1785,0.238,0.265,0.309,0.313,0.399,0.418,0.323,0.351,0.389,0.357,0.357,0.406
"2022-11-06 02:15:00",1786,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.357,0.406
"2022-11-06 02:30:00",1787,0.238,0.265,0.309,0.313,0.398,0.418,0.323,0.351,0.389,0.357,0.356,0.405
"2022-11-06 02:45:00",1788,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-06 03:00:00",1789,0.238,0.265,0.309,0.313,0.399,0.418,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-06 03:15:00",1790,0.238,0.266,0.309,0.312,0.399,0.417,0.323,0.351,0.388,0.357,0.356,0.405
"2022-11-06 03:30:00",1791,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.388,0.357,0.356,0.406
"2022-11-06 03:45:00",1792,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.388,0.357,0.356,0.406
"2022-11-06 04:00:00",1793,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.357,0.406
"2022-11-06 04:15:00",1794,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.388,0.357,0.357,0.406
"2022-11-06 04:30:00",1795,0.238,0.265,0.309,0.313,0.399,0.418,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-06 04:45:00",1796,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.388,0.357,0.356,0.406
"2022-11-06 05:00:00",1797,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.388,0.357,0.356,0.406
"2022-11-06 05:15:00",1798,0.238,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.388,0.357,0.356,0.405
"2022-11-06 05:30:00",1799,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.388,0.357,0.357,0.406
"2022-11-06 05:45:00",1800,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-06 06:00:00",1801,0.237,0.266,0.309,0.313,0.399,0.418,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-06 06:15:00",1802,0.237,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.357,0.405
"2022-11-06 06:30:00",1803,0.237,0.266,0.309,0.313,0.399,0.417,0.323,0.351,0.388,0.357,0.356,0.406
"2022-11-06 06:45:00",1804,0.238,0.265,0.309,0.313,0.399,0.418,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-06 07:00:00",1805,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-06 07:15:00",1806,0.238,0.265,0.309,0.313,0.398,0.417,0.323,0.351,0.389,0.357,0.356,0.406
"2022-11-06 07:30:00",1807,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.357,0.406
"2022-11-06 07:45:00",1808,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.357,0.406
"2022-11-06 08:00:00",1809,0.238,0.265,0.309,0.313,0.398,0.417,0.323,0.352,0.389,0.357,0.357,0.405
"2022-11-06 08:15:00",1810,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.357,0.406
"2022-11-06 08:30:00",1811,0.238,0.265,0.309,0.312,0.398,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-06 08:45:00",1812,0.238,0.265,0.309,0.313,0.398,0.417,0.323,0.352,0.389,0.357,0.356,0.406
"2022-11-06 09:00:00",1813,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.405
"2022-11-06 09:15:00",1814,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.351,0.389,0.357,0.356,0.405
"2022-11-06 09:30:00",1815,0.238,0.265,0.309,0.313,0.398,0.417,0.323,0.352,0.389,0.357,0.357,0.405
"2022-11-06 09:45:00",1816,0.238,0.265,0.309,0.313,0.399,0.417,0.323,0.352,0.389,0.357,0.356,0.406
