"TOA5","CR300Series","CR300","28930","CR300.Std.10.04","CPU:PasoAlejoLewis_v01.CR300","10470","a_HumSuel_pAlejoLew"
"TIMESTAMP","RECORD","hs_t1_20_L","hs_t1_40_L","hs_t1_60_L","hs_t2_20_L","hs_t2_40_L","hs_t2_60_L","hs_t3_20_L","hs_t3_40_L","hs_t3_60_L","hs_t4_20_L","hs_t4_40_L","hs_t4_60_L"
"TS","RN","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-10-25 18:45:00",700,0.245,0.277,0.316,0.317,0.4,0.419,0.323,0.354,0.395,0.36,0.36,0.408
"2022-10-25 19:00:00",701,0.245,0.277,0.315,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 19:15:00",702,0.245,0.277,0.316,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.36,0.408
"2022-10-25 19:30:00",703,0.245,0.277,0.316,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 19:45:00",704,0.245,0.277,0.316,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 20:00:00",705,0.245,0.277,0.316,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 20:15:00",706,0.245,0.277,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 20:30:00",707,0.245,0.277,0.315,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 20:45:00",708,0.245,0.277,0.316,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-25 21:00:00",709,0.245,0.277,0.315,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.36,0.408
"2022-10-25 21:15:00",710,0.245,0.277,0.315,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 21:30:00",711,0.245,0.277,0.315,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 21:45:00",712,0.245,0.277,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 22:00:00",713,0.245,0.277,0.315,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-25 22:15:00",714,0.245,0.277,0.315,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 22:30:00",715,0.245,0.277,0.315,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 22:45:00",716,0.245,0.277,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.36,0.408
"2022-10-25 23:00:00",717,0.245,0.277,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-25 23:15:00",718,0.245,0.277,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.36,0.408
"2022-10-25 23:30:00",719,0.245,0.277,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.36,0.408
"2022-10-25 23:45:00",720,0.245,0.277,0.315,0.317,0.4,0.419,0.323,0.354,0.394,0.36,0.36,0.408
"2022-10-26 00:00:00",721,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 00:15:00",722,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 00:30:00",723,0.245,0.277,0.315,0.317,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 00:45:00",724,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 01:00:00",725,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 01:15:00",726,0.245,0.277,0.315,0.317,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 01:30:00",727,0.245,0.277,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.36,0.408
"2022-10-26 01:45:00",728,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 02:00:00",729,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 02:15:00",730,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 02:30:00",731,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 02:45:00",732,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 03:00:00",733,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 03:15:00",734,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 03:30:00",735,0.245,0.277,0.315,0.316,0.399,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 03:45:00",736,0.245,0.277,0.315,0.317,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 04:00:00",737,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 04:15:00",738,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 04:30:00",739,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 04:45:00",740,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 05:00:00",741,0.245,0.277,0.315,0.316,0.399,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 05:15:00",742,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 05:30:00",743,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 05:45:00",744,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.408
"2022-10-26 06:00:00",745,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 06:15:00",746,0.245,0.277,0.315,0.317,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 06:30:00",747,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 06:45:00",748,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.407
"2022-10-26 07:00:00",749,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 07:15:00",750,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 07:30:00",751,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.36,0.408
"2022-10-26 07:45:00",752,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.361,0.359,0.408
"2022-10-26 08:00:00",753,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.361,0.359,0.408
"2022-10-26 08:15:00",754,0.245,0.277,0.315,0.316,0.399,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 08:30:00",755,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 08:45:00",756,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 09:00:00",757,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.407
"2022-10-26 09:15:00",758,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.361,0.359,0.408
"2022-10-26 09:30:00",759,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 09:45:00",760,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 10:00:00",761,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 10:15:00",762,0.245,0.277,0.315,0.317,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 10:30:00",763,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.36,0.407
"2022-10-26 10:45:00",764,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 11:00:00",765,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.407
"2022-10-26 11:15:00",766,0.245,0.277,0.315,0.316,0.399,0.419,0.324,0.354,0.394,0.36,0.359,0.407
"2022-10-26 11:30:00",767,0.245,0.277,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-26 11:45:00",768,0.245,0.276,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 12:00:00",769,0.245,0.276,0.315,0.317,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.407
"2022-10-26 12:15:00",770,0.245,0.276,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 12:30:00",771,0.245,0.276,0.315,0.317,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.407
"2022-10-26 12:45:00",772,0.245,0.276,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.361,0.36,0.408
"2022-10-26 13:00:00",773,0.245,0.276,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 13:15:00",774,0.245,0.276,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.407
"2022-10-26 13:30:00",775,0.245,0.276,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 13:45:00",776,0.245,0.276,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 14:00:00",777,0.245,0.276,0.315,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.407
"2022-10-26 14:15:00",778,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 14:30:00",779,0.245,0.276,0.315,0.317,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.408
"2022-10-26 14:45:00",780,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 15:00:00",781,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 15:15:00",782,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 15:30:00",783,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.36,0.408
"2022-10-26 15:45:00",784,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-26 16:00:00",785,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 16:15:00",786,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 16:30:00",787,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 16:45:00",788,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-26 17:00:00",789,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-26 17:15:00",790,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 17:30:00",791,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-26 17:45:00",792,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.358,0.408
"2022-10-26 18:00:00",793,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-26 18:15:00",794,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.359,0.359,0.407
"2022-10-26 18:30:00",795,0.245,0.276,0.314,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-26 18:45:00",796,0.245,0.276,0.314,0.316,0.4,0.418,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 19:00:00",797,0.245,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-26 19:15:00",798,0.244,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-26 19:30:00",799,0.244,0.276,0.314,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 19:45:00",800,0.244,0.276,0.315,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-26 20:00:00",801,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.394,0.36,0.359,0.408
"2022-10-26 20:15:00",802,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.394,0.36,0.359,0.408
"2022-10-26 20:30:00",803,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.394,0.36,0.359,0.408
"2022-10-26 20:45:00",804,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.394,0.359,0.359,0.407
"2022-10-26 21:00:00",805,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.394,0.36,0.359,0.407
"2022-10-26 21:15:00",806,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-26 21:30:00",807,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.394,0.36,0.359,0.408
"2022-10-26 21:45:00",808,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.394,0.36,0.359,0.407
"2022-10-26 22:00:00",809,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-26 22:15:00",810,0.244,0.275,0.314,0.316,0.399,0.419,0.323,0.353,0.394,0.36,0.359,0.407
"2022-10-26 22:30:00",811,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.394,0.36,0.359,0.408
"2022-10-26 22:45:00",812,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-26 23:00:00",813,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-26 23:15:00",814,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-26 23:30:00",815,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-26 23:45:00",816,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 00:00:00",817,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 00:15:00",818,0.244,0.275,0.314,0.315,0.4,0.418,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 00:30:00",819,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 00:45:00",820,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 01:00:00",821,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 01:15:00",822,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 01:30:00",823,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 01:45:00",824,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 02:00:00",825,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 02:15:00",826,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.36,0.408
"2022-10-27 02:30:00",827,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 02:45:00",828,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 03:00:00",829,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 03:15:00",830,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 03:30:00",831,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 03:45:00",832,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 04:00:00",833,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 04:15:00",834,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 04:30:00",835,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 04:45:00",836,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 05:00:00",837,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.361,0.359,0.408
"2022-10-27 05:15:00",838,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 05:30:00",839,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 05:45:00",840,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 06:00:00",841,0.244,0.275,0.314,0.316,0.399,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 06:15:00",842,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 06:30:00",843,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 06:45:00",844,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.393,0.36,0.359,0.408
"2022-10-27 07:00:00",845,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 07:15:00",846,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.393,0.36,0.359,0.408
"2022-10-27 07:30:00",847,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.393,0.361,0.359,0.407
"2022-10-27 07:45:00",848,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.407
"2022-10-27 08:00:00",849,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.407
"2022-10-27 08:15:00",850,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.407
"2022-10-27 08:30:00",851,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.407
"2022-10-27 08:45:00",852,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.407
"2022-10-27 09:00:00",853,0.244,0.275,0.314,0.315,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.408
"2022-10-27 09:15:00",854,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.408
"2022-10-27 09:30:00",855,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.407
"2022-10-27 09:45:00",856,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.407
"2022-10-27 10:00:00",857,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.408
"2022-10-27 10:15:00",858,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.361,0.359,0.407
"2022-10-27 10:30:00",859,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.407
"2022-10-27 10:45:00",860,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.354,0.394,0.361,0.359,0.407
"2022-10-27 11:00:00",861,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.354,0.394,0.361,0.359,0.407
"2022-10-27 11:15:00",862,0.244,0.275,0.314,0.316,0.4,0.418,0.324,0.353,0.394,0.36,0.359,0.407
"2022-10-27 11:30:00",863,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.407
"2022-10-27 11:45:00",864,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.354,0.394,0.361,0.359,0.407
"2022-10-27 12:00:00",865,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.359,0.407
"2022-10-27 12:15:00",866,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.354,0.394,0.36,0.36,0.408
"2022-10-27 12:30:00",867,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.407
"2022-10-27 12:45:00",868,0.244,0.275,0.314,0.316,0.4,0.419,0.324,0.353,0.394,0.36,0.359,0.408
"2022-10-27 13:00:00",869,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.354,0.394,0.361,0.359,0.408
"2022-10-27 13:15:00",870,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 13:30:00",871,0.244,0.275,0.314,0.316,0.399,0.419,0.323,0.354,0.393,0.36,0.358,0.407
"2022-10-27 13:45:00",872,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 14:00:00",873,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.408
"2022-10-27 14:15:00",874,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.353,0.394,0.36,0.359,0.408
"2022-10-27 14:30:00",875,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.354,0.393,0.36,0.359,0.408
"2022-10-27 14:45:00",876,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.354,0.393,0.36,0.358,0.408
"2022-10-27 15:00:00",877,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.354,0.394,0.36,0.359,0.407
"2022-10-27 15:15:00",878,0.244,0.275,0.314,0.316,0.399,0.419,0.323,0.354,0.393,0.36,0.359,0.407
"2022-10-27 15:30:00",879,0.244,0.275,0.314,0.316,0.399,0.419,0.323,0.354,0.393,0.36,0.358,0.407
"2022-10-27 15:45:00",880,0.244,0.275,0.314,0.316,0.4,0.419,0.323,0.354,0.393,0.36,0.359,0.408
"2022-10-27 16:00:00",881,0.244,0.275,0.314,0.316,0.399,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 16:15:00",882,0.244,0.274,0.314,0.316,0.399,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 16:30:00",883,0.244,0.274,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 16:45:00",884,0.244,0.274,0.314,0.315,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 17:00:00",885,0.244,0.274,0.314,0.316,0.4,0.418,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 17:15:00",886,0.244,0.274,0.314,0.315,0.399,0.418,0.323,0.353,0.393,0.36,0.358,0.407
"2022-10-27 17:30:00",887,0.244,0.274,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 17:45:00",888,0.244,0.274,0.314,0.316,0.4,0.418,0.323,0.353,0.393,0.359,0.358,0.407
"2022-10-27 18:00:00",889,0.244,0.274,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 18:15:00",890,0.244,0.274,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 18:30:00",891,0.244,0.274,0.314,0.315,0.4,0.418,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 18:45:00",892,0.244,0.274,0.314,0.315,0.399,0.418,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 19:00:00",893,0.244,0.274,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.358,0.408
"2022-10-27 19:15:00",894,0.243,0.274,0.314,0.316,0.4,0.418,0.323,0.353,0.393,0.36,0.358,0.407
"2022-10-27 19:30:00",895,0.243,0.274,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 19:45:00",896,0.243,0.274,0.314,0.316,0.4,0.419,0.323,0.353,0.393,0.359,0.359,0.407
"2022-10-27 20:00:00",897,0.243,0.274,0.313,0.315,0.4,0.419,0.323,0.353,0.392,0.36,0.358,0.408
"2022-10-27 20:15:00",898,0.243,0.274,0.314,0.316,0.4,0.418,0.323,0.353,0.392,0.359,0.358,0.408
"2022-10-27 20:30:00",899,0.243,0.274,0.314,0.315,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.408
"2022-10-27 20:45:00",900,0.243,0.274,0.313,0.316,0.4,0.419,0.323,0.353,0.392,0.36,0.359,0.407
"2022-10-27 21:00:00",901,0.243,0.274,0.314,0.315,0.4,0.419,0.323,0.353,0.393,0.36,0.359,0.407
"2022-10-27 21:15:00",902,0.243,0.274,0.314,0.315,0.4,0.418,0.323,0.353,0.392,0.36,0.358,0.408
"2022-10-27 21:30:00",903,0.243,0.274,0.313,0.315,0.399,0.418,0.323,0.353,0.392,0.36,0.359,0.407
"2022-10-27 21:45:00",904,0.243,0.274,0.313,0.316,0.4,0.419,0.323,0.353,0.392,0.359,0.358,0.408
"2022-10-27 22:00:00",905,0.243,0.274,0.313,0.315,0.4,0.418,0.323,0.353,0.392,0.36,0.359,0.408
"2022-10-27 22:15:00",906,0.243,0.274,0.314,0.315,0.4,0.419,0.323,0.353,0.392,0.359,0.359,0.407
"2022-10-27 22:30:00",907,0.243,0.274,0.313,0.316,0.4,0.418,0.323,0.353,0.392,0.36,0.359,0.408
"2022-10-27 22:45:00",908,0.243,0.274,0.314,0.315,0.4,0.419,0.323,0.353,0.392,0.36,0.359,0.408
"2022-10-27 23:00:00",909,0.243,0.274,0.313,0.316,0.4,0.419,0.323,0.353,0.392,0.36,0.359,0.407
"2022-10-27 23:15:00",910,0.243,0.274,0.313,0.316,0.4,0.419,0.323,0.353,0.392,0.36,0.358,0.408
"2022-10-27 23:30:00",911,0.243,0.274,0.313,0.316,0.4,0.418,0.323,0.353,0.392,0.36,0.359,0.408
"2022-10-27 23:45:00",912,0.243,0.274,0.313,0.316,0.4,0.419,0.323,0.353,0.392,0.36,0.358,0.408
