"TOA5","CR300Series","CR300","28932","CR300.Std.10.04","CPU:PasoAlejoBarcelona_v01.CR300","4697","a_HumSuel_pAlejoBar"
"TIMESTAMP","RECORD","hs_t1_20_b","hs_t1_40_b","hs_t1_60_b","hs_t2_20_b","hs_t2_40_b","hs_t2_60_b","hs_t3_20_b","hs_t3_40_b","hs_t3_60_b","hs_t4_20_b","hs_t4_40_b","hs_t4_60_b"
"TS","RN","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3","m^3/m^3"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-11-01 15:15:00",363,0.467,0.308,0.319,0.411,0.332,0.338,0.387,0.355,0.384,0.388,0.371,0.346
"2022-11-01 15:30:00",364,0.467,0.308,0.319,0.411,0.332,0.338,0.387,0.355,0.384,0.388,0.371,0.346
"2022-11-01 15:45:00",365,0.467,0.308,0.319,0.411,0.332,0.338,0.387,0.355,0.384,0.389,0.371,0.345
"2022-11-01 16:00:00",366,0.466,0.308,0.319,0.411,0.332,0.338,0.387,0.355,0.384,0.388,0.371,0.345
"2022-11-01 16:15:00",367,0.466,0.308,0.319,0.411,0.332,0.338,0.386,0.355,0.384,0.388,0.371,0.346
"2022-11-01 16:30:00",368,0.466,0.308,0.319,0.411,0.332,0.338,0.387,0.355,0.384,0.388,0.371,0.345
"2022-11-01 16:45:00",369,0.466,0.308,0.319,0.411,0.332,0.338,0.386,0.355,0.384,0.388,0.371,0.345
"2022-11-01 17:00:00",370,0.466,0.308,0.319,0.411,0.332,0.338,0.387,0.355,0.384,0.388,0.371,0.345
"2022-11-01 17:15:00",371,0.466,0.307,0.319,0.411,0.332,0.338,0.386,0.356,0.383,0.388,0.371,0.345
"2022-11-01 17:30:00",372,0.466,0.307,0.319,0.411,0.332,0.338,0.386,0.355,0.383,0.388,0.371,0.345
"2022-11-01 17:45:00",373,0.466,0.307,0.319,0.41,0.332,0.338,0.386,0.354,0.384,0.388,0.371,0.345
"2022-11-01 18:00:00",374,0.465,0.307,0.319,0.41,0.331,0.338,0.386,0.355,0.384,0.388,0.371,0.345
"2022-11-02 08:15:00",375,0.466,0.306,0.318,0.409,0.33,0.337,0.385,0.354,0.383,0.386,0.37,0.345
"2022-11-02 08:30:00",376,0.466,0.306,0.318,0.41,0.33,0.337,0.386,0.354,0.383,0.386,0.369,0.345
"2022-11-02 08:45:00",377,0.466,0.306,0.318,0.41,0.33,0.337,0.385,0.354,0.383,0.387,0.37,0.345
"2022-11-02 09:00:00",378,0.465,0.306,0.318,0.41,0.33,0.337,0.385,0.354,0.383,0.386,0.37,0.344
"2022-11-02 09:15:00",379,0.465,0.306,0.318,0.41,0.329,0.337,0.385,0.354,0.383,0.387,0.369,0.344
"2022-11-02 09:30:00",380,0.465,0.306,0.318,0.41,0.329,0.337,0.385,0.354,0.383,0.386,0.369,0.344
"2022-11-02 09:45:00",381,0.465,0.306,0.318,0.41,0.329,0.337,0.385,0.354,0.383,0.387,0.369,0.344
"2022-11-02 10:00:00",382,0.465,0.306,0.318,0.41,0.329,0.337,0.385,0.354,0.383,0.387,0.369,0.344
"2022-11-02 10:15:00",383,0.465,0.306,0.318,0.409,0.329,0.337,0.385,0.354,0.384,0.387,0.369,0.344
"2022-11-02 10:30:00",384,0.465,0.306,0.318,0.41,0.329,0.337,0.385,0.354,0.383,0.387,0.37,0.344
"2022-11-02 10:45:00",385,0.465,0.306,0.318,0.409,0.329,0.337,0.385,0.355,0.383,0.387,0.37,0.344
"2022-11-02 11:00:00",386,0.465,0.306,0.318,0.409,0.329,0.337,0.385,0.354,0.383,0.387,0.369,0.344
"2022-11-02 11:15:00",387,0.465,0.306,0.318,0.409,0.329,0.337,0.386,0.355,0.383,0.386,0.37,0.344
"2022-11-02 11:30:00",388,0.465,0.306,0.318,0.409,0.329,0.337,0.386,0.354,0.383,0.386,0.369,0.344
"2022-11-02 11:45:00",389,0.465,0.305,0.318,0.409,0.329,0.337,0.385,0.354,0.383,0.386,0.37,0.344
"2022-11-02 12:00:00",390,0.464,0.305,0.318,0.409,0.329,0.337,0.386,0.354,0.383,0.387,0.369,0.344
"2022-11-02 12:15:00",391,0.464,0.305,0.318,0.409,0.329,0.337,0.385,0.354,0.383,0.386,0.369,0.344
"2022-11-02 12:30:00",392,0.464,0.305,0.318,0.409,0.329,0.337,0.385,0.355,0.383,0.386,0.369,0.344
"2022-11-02 12:45:00",393,0.464,0.305,0.318,0.409,0.329,0.337,0.385,0.353,0.383,0.386,0.369,0.344
"2022-11-02 13:00:00",394,0.464,0.305,0.317,0.409,0.329,0.336,0.385,0.354,0.383,0.386,0.369,0.344
"2022-11-02 13:15:00",395,0.464,0.305,0.317,0.409,0.329,0.336,0.385,0.353,0.383,0.387,0.369,0.344
"2022-11-02 13:30:00",396,0.464,0.305,0.317,0.409,0.329,0.337,0.385,0.353,0.383,0.386,0.369,0.344
"2022-11-02 13:45:00",397,0.464,0.305,0.317,0.409,0.329,0.336,0.385,0.354,0.383,0.386,0.369,0.344
"2022-11-02 14:00:00",398,0.464,0.305,0.317,0.409,0.329,0.336,0.385,0.354,0.383,0.386,0.369,0.344
"2022-11-02 14:15:00",399,0.464,0.305,0.317,0.409,0.329,0.336,0.385,0.353,0.382,0.386,0.369,0.344
"2022-11-02 14:30:00",400,0.469,0.305,0.317,0.409,0.329,0.336,0.385,0.353,0.382,0.386,0.369,0.343
"2022-11-02 14:45:00",401,0.474,0.305,0.317,0.409,0.329,0.336,0.384,0.354,0.383,0.386,0.369,0.343
"2022-11-02 15:00:00",402,0.479,0.305,0.318,0.409,0.329,0.336,0.385,0.354,0.383,0.386,0.369,0.344
"2022-11-02 15:15:00",403,0.483,0.306,0.322,0.409,0.329,0.336,0.384,0.353,0.383,0.386,0.369,0.343
"2022-11-02 15:30:00",404,0.486,0.307,0.335,0.409,0.329,0.336,0.384,0.353,0.383,0.386,0.369,0.344
"2022-11-02 15:45:00",405,0.489,0.309,0.346,0.409,0.329,0.336,0.384,0.353,0.382,0.386,0.369,0.343
"2022-11-02 16:00:00",406,0.491,0.31,0.357,0.409,0.329,0.336,0.384,0.353,0.383,0.386,0.369,0.344
"2022-11-02 16:15:00",407,0.489,0.313,0.337,0.409,0.329,0.336,0.384,0.353,0.382,0.385,0.369,0.343
"2022-11-02 16:30:00",408,0.487,0.313,0.33,0.41,0.329,0.336,0.385,0.353,0.382,0.386,0.368,0.343
"2022-11-02 16:45:00",409,0.486,0.313,0.329,0.41,0.33,0.336,0.385,0.353,0.383,0.386,0.369,0.343
"2022-11-02 17:00:00",410,0.484,0.313,0.328,0.41,0.33,0.336,0.384,0.353,0.382,0.385,0.368,0.343
"2022-11-02 17:15:00",411,0.484,0.313,0.327,0.41,0.33,0.336,0.384,0.353,0.383,0.386,0.369,0.343
"2022-11-02 17:30:00",412,0.483,0.313,0.326,0.41,0.33,0.336,0.384,0.353,0.383,0.385,0.368,0.343
"2022-11-02 17:45:00",413,0.482,0.313,0.326,0.41,0.33,0.336,0.384,0.353,0.382,0.386,0.368,0.343
"2022-11-02 18:00:00",414,0.482,0.313,0.326,0.41,0.33,0.336,0.384,0.353,0.382,0.385,0.369,0.343
"2022-11-02 18:15:00",415,0.472,0.311,0.321,0.411,0.33,0.336,0.385,0.353,0.382,0.386,0.368,0.343
"2022-11-03 08:15:00",416,0.475,0.311,0.322,0.411,0.33,0.337,0.384,0.353,0.383,0.386,0.369,0.343
"2022-11-03 08:30:00",417,0.476,0.311,0.322,0.411,0.33,0.337,0.385,0.353,0.383,0.386,0.369,0.344
"2022-11-03 08:45:00",418,0.476,0.311,0.322,0.411,0.33,0.337,0.385,0.353,0.383,0.385,0.369,0.344
"2022-11-03 09:00:00",419,0.477,0.311,0.322,0.412,0.33,0.337,0.385,0.353,0.382,0.385,0.369,0.343
"2022-11-03 09:15:00",420,0.477,0.311,0.322,0.412,0.33,0.337,0.385,0.354,0.382,0.386,0.369,0.344
"2022-11-03 09:30:00",421,0.476,0.311,0.322,0.411,0.33,0.337,0.385,0.353,0.382,0.385,0.369,0.344
"2022-11-03 09:45:00",422,0.475,0.311,0.321,0.412,0.33,0.337,0.385,0.354,0.383,0.386,0.369,0.343
"2022-11-03 10:00:00",423,0.475,0.311,0.321,0.411,0.33,0.337,0.385,0.353,0.382,0.386,0.369,0.343
"2022-11-03 10:15:00",424,0.475,0.311,0.321,0.411,0.33,0.337,0.385,0.353,0.383,0.386,0.368,0.344
"2022-11-03 10:30:00",425,0.475,0.311,0.321,0.411,0.33,0.337,0.385,0.353,0.383,0.386,0.369,0.344
"2022-11-03 10:45:00",426,0.475,0.311,0.321,0.411,0.33,0.337,0.385,0.353,0.383,0.386,0.369,0.344
"2022-11-03 11:00:00",427,0.475,0.311,0.321,0.411,0.33,0.337,0.385,0.354,0.382,0.385,0.369,0.344
"2022-11-03 11:15:00",428,0.474,0.311,0.321,0.411,0.33,0.337,0.385,0.353,0.383,0.386,0.369,0.344
"2022-11-03 11:30:00",429,0.474,0.311,0.321,0.411,0.33,0.337,0.385,0.354,0.382,0.386,0.369,0.344
"2022-11-03 11:45:00",430,0.474,0.311,0.321,0.411,0.33,0.337,0.385,0.353,0.383,0.386,0.369,0.344
"2022-11-03 12:00:00",431,0.474,0.311,0.321,0.411,0.33,0.337,0.385,0.354,0.383,0.385,0.368,0.343
"2022-11-03 12:15:00",432,0.474,0.311,0.321,0.411,0.33,0.337,0.385,0.353,0.382,0.385,0.369,0.343
"2022-11-03 12:30:00",433,0.474,0.311,0.321,0.411,0.33,0.337,0.385,0.353,0.383,0.386,0.369,0.343
"2022-11-03 12:45:00",434,0.473,0.311,0.321,0.411,0.329,0.337,0.385,0.353,0.382,0.386,0.368,0.343
"2022-11-03 13:00:00",435,0.473,0.31,0.321,0.411,0.33,0.337,0.384,0.353,0.382,0.385,0.369,0.343
"2022-11-03 13:15:00",436,0.473,0.31,0.321,0.411,0.329,0.337,0.385,0.353,0.382,0.386,0.368,0.344
"2022-11-03 13:30:00",437,0.473,0.31,0.321,0.411,0.329,0.337,0.385,0.353,0.382,0.385,0.369,0.343
"2022-11-03 13:45:00",438,0.473,0.31,0.321,0.411,0.329,0.337,0.385,0.353,0.382,0.385,0.368,0.343
"2022-11-03 14:00:00",439,0.473,0.31,0.321,0.411,0.329,0.337,0.385,0.354,0.383,0.385,0.369,0.343
"2022-11-03 14:15:00",440,0.472,0.31,0.321,0.411,0.329,0.337,0.384,0.353,0.383,0.385,0.369,0.343
"2022-11-03 14:30:00",441,0.472,0.31,0.321,0.411,0.329,0.337,0.385,0.353,0.382,0.385,0.369,0.343
"2022-11-03 14:45:00",442,0.472,0.31,0.321,0.411,0.329,0.337,0.385,0.353,0.382,0.385,0.368,0.343
"2022-11-03 15:00:00",443,0.472,0.31,0.321,0.411,0.329,0.337,0.385,0.353,0.382,0.385,0.369,0.343
"2022-11-03 15:15:00",444,0.472,0.31,0.32,0.411,0.329,0.337,0.385,0.353,0.382,0.385,0.368,0.343
"2022-11-03 15:30:00",445,0.472,0.309,0.32,0.411,0.329,0.337,0.384,0.353,0.382,0.385,0.369,0.343
"2022-11-03 15:45:00",446,0.472,0.309,0.32,0.411,0.329,0.337,0.384,0.353,0.382,0.385,0.368,0.343
"2022-11-03 16:00:00",447,0.472,0.309,0.32,0.411,0.329,0.337,0.384,0.353,0.382,0.385,0.368,0.343
"2022-11-03 16:15:00",448,0.471,0.309,0.32,0.41,0.329,0.337,0.384,0.353,0.382,0.385,0.369,0.343
"2022-11-03 16:30:00",449,0.471,0.309,0.32,0.41,0.329,0.337,0.384,0.352,0.382,0.385,0.368,0.343
"2022-11-03 16:45:00",450,0.471,0.309,0.32,0.41,0.329,0.337,0.384,0.352,0.382,0.385,0.368,0.342
"2022-11-03 17:00:00",451,0.471,0.309,0.32,0.41,0.329,0.337,0.384,0.352,0.382,0.385,0.368,0.342
"2022-11-03 17:15:00",452,0.471,0.309,0.32,0.41,0.329,0.337,0.384,0.352,0.382,0.384,0.368,0.343
"2022-11-03 17:30:00",453,0.471,0.309,0.32,0.41,0.329,0.337,0.384,0.352,0.382,0.385,0.368,0.343
"2022-11-03 17:45:00",454,0.471,0.308,0.32,0.41,0.329,0.337,0.384,0.352,0.381,0.385,0.368,0.342
"2022-11-04 09:30:00",455,0.468,0.307,0.318,0.409,0.329,0.336,0.384,0.353,0.382,0.384,0.367,0.342
"2022-11-04 10:00:00",456,0.47,0.307,0.318,0.409,0.329,0.336,0.384,0.353,0.382,0.384,0.367,0.342
"2022-11-04 10:15:00",457,0.47,0.307,0.318,0.409,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 10:30:00",458,0.472,0.307,0.318,0.409,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 10:45:00",459,0.476,0.307,0.318,0.409,0.329,0.336,0.385,0.352,0.382,0.384,0.367,0.342
"2022-11-04 11:00:00",460,0.481,0.307,0.319,0.409,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.343
"2022-11-04 11:15:00",461,0.484,0.308,0.32,0.409,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.342
"2022-11-04 11:30:00",462,0.483,0.309,0.32,0.409,0.329,0.336,0.384,0.352,0.382,0.385,0.368,0.342
"2022-11-04 11:45:00",463,0.482,0.31,0.32,0.409,0.329,0.336,0.384,0.353,0.382,0.384,0.367,0.342
"2022-11-04 12:00:00",464,0.481,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 12:15:00",465,0.48,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 12:30:00",466,0.48,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 12:45:00",467,0.479,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 13:00:00",468,0.479,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.381,0.385,0.367,0.342
"2022-11-04 13:15:00",469,0.479,0.311,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 13:30:00",470,0.478,0.311,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 13:45:00",471,0.478,0.311,0.32,0.41,0.329,0.336,0.385,0.353,0.382,0.384,0.367,0.342
"2022-11-04 14:00:00",472,0.478,0.311,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 14:15:00",473,0.477,0.311,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.343
"2022-11-04 14:30:00",474,0.477,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.385,0.367,0.342
"2022-11-04 14:45:00",475,0.477,0.311,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 15:00:00",476,0.476,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.342
"2022-11-04 15:15:00",477,0.476,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.342
"2022-11-04 15:30:00",478,0.476,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 15:45:00",479,0.476,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.342
"2022-11-04 16:00:00",480,0.476,0.31,0.32,0.41,0.329,0.336,0.385,0.352,0.381,0.384,0.367,0.342
"2022-11-04 16:15:00",481,0.475,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 16:30:00",482,0.475,0.31,0.32,0.41,0.329,0.336,0.384,0.353,0.382,0.385,0.367,0.342
"2022-11-04 16:45:00",483,0.475,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 17:00:00",484,0.475,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.342
"2022-11-04 17:30:00",485,0.475,0.31,0.32,0.41,0.329,0.336,0.384,0.353,0.381,0.384,0.367,0.342
"2022-11-04 17:45:00",486,0.475,0.31,0.32,0.41,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.342
"2022-11-04 18:30:00",487,0.474,0.31,0.32,0.41,0.329,0.336,0.383,0.353,0.381,0.384,0.367,0.342
"2022-11-05 09:45:00",488,0.472,0.308,0.319,0.41,0.329,0.337,0.385,0.352,0.382,0.384,0.367,0.341
"2022-11-05 10:00:00",489,0.473,0.308,0.319,0.41,0.329,0.337,0.385,0.353,0.381,0.384,0.367,0.341
"2022-11-05 10:15:00",490,0.472,0.308,0.319,0.41,0.329,0.337,0.385,0.353,0.381,0.384,0.367,0.341
"2022-11-05 10:30:00",491,0.472,0.308,0.319,0.41,0.329,0.337,0.384,0.353,0.381,0.384,0.367,0.341
"2022-11-05 10:45:00",492,0.472,0.308,0.319,0.41,0.329,0.337,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-05 11:00:00",493,0.471,0.308,0.319,0.41,0.329,0.337,0.384,0.353,0.382,0.384,0.367,0.341
"2022-11-05 11:15:00",494,0.471,0.308,0.319,0.41,0.329,0.337,0.385,0.352,0.382,0.384,0.367,0.341
"2022-11-05 11:30:00",495,0.471,0.308,0.319,0.41,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-05 11:45:00",496,0.471,0.308,0.319,0.41,0.329,0.336,0.385,0.352,0.382,0.384,0.367,0.341
"2022-11-05 12:00:00",497,0.47,0.308,0.319,0.41,0.329,0.336,0.385,0.353,0.381,0.384,0.367,0.341
"2022-11-05 12:15:00",498,0.47,0.308,0.319,0.41,0.329,0.336,0.385,0.352,0.382,0.384,0.367,0.341
"2022-11-05 12:30:00",499,0.47,0.308,0.319,0.41,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-05 12:45:00",500,0.47,0.308,0.319,0.41,0.329,0.336,0.384,0.353,0.382,0.384,0.367,0.341
"2022-11-05 13:00:00",501,0.47,0.308,0.319,0.41,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.342
"2022-11-05 13:15:00",502,0.47,0.308,0.319,0.41,0.329,0.336,0.385,0.353,0.382,0.384,0.367,0.341
"2022-11-05 13:30:00",503,0.47,0.308,0.319,0.41,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-05 13:45:00",504,0.47,0.308,0.319,0.409,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-05 14:00:00",505,0.47,0.308,0.319,0.409,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-05 14:15:00",506,0.469,0.308,0.319,0.409,0.329,0.336,0.384,0.352,0.382,0.385,0.367,0.341
"2022-11-05 14:30:00",507,0.469,0.307,0.319,0.409,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.342
"2022-11-05 14:45:00",508,0.469,0.307,0.318,0.409,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.341
"2022-11-05 15:00:00",509,0.469,0.307,0.318,0.409,0.329,0.336,0.385,0.353,0.382,0.384,0.367,0.341
"2022-11-05 15:15:00",510,0.469,0.307,0.318,0.409,0.329,0.336,0.384,0.352,0.382,0.384,0.366,0.341
"2022-11-05 15:30:00",511,0.469,0.307,0.318,0.409,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-05 15:45:00",512,0.469,0.307,0.318,0.409,0.328,0.336,0.384,0.352,0.382,0.384,0.367,0.341
"2022-11-05 16:00:00",513,0.469,0.307,0.318,0.409,0.329,0.336,0.384,0.352,0.382,0.384,0.367,0.341
"2022-11-05 16:15:00",514,0.469,0.307,0.318,0.409,0.329,0.336,0.384,0.352,0.382,0.383,0.366,0.341
"2022-11-05 16:30:00",515,0.469,0.307,0.318,0.409,0.328,0.336,0.384,0.352,0.381,0.384,0.366,0.341
"2022-11-05 16:45:00",516,0.468,0.307,0.318,0.409,0.328,0.336,0.384,0.352,0.382,0.384,0.367,0.341
"2022-11-05 17:00:00",517,0.468,0.307,0.318,0.409,0.328,0.336,0.384,0.352,0.382,0.384,0.366,0.341
"2022-11-05 17:15:00",518,0.468,0.307,0.318,0.409,0.328,0.336,0.384,0.352,0.381,0.384,0.366,0.341
"2022-11-05 17:30:00",519,0.468,0.307,0.318,0.409,0.328,0.336,0.384,0.352,0.381,0.383,0.367,0.341
"2022-11-05 17:45:00",520,0.468,0.307,0.318,0.409,0.328,0.336,0.384,0.352,0.382,0.383,0.367,0.341
"2022-11-05 18:00:00",521,0.468,0.307,0.318,0.409,0.328,0.336,0.383,0.353,0.382,0.384,0.366,0.341
"2022-11-05 18:15:00",522,0.468,0.307,0.318,0.409,0.328,0.336,0.384,0.352,0.381,0.383,0.367,0.341
"2022-11-06 08:00:00",523,0.467,0.306,0.317,0.408,0.329,0.336,0.384,0.352,0.381,0.384,0.366,0.341
"2022-11-06 08:45:00",524,0.469,0.306,0.318,0.409,0.329,0.337,0.384,0.353,0.382,0.384,0.367,0.341
"2022-11-06 09:00:00",525,0.469,0.306,0.318,0.409,0.329,0.337,0.384,0.353,0.382,0.384,0.367,0.341
"2022-11-06 09:15:00",526,0.468,0.306,0.318,0.409,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-06 09:45:00",527,0.468,0.306,0.318,0.409,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-06 10:00:00",528,0.468,0.306,0.318,0.409,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-06 10:15:00",529,0.468,0.306,0.318,0.409,0.329,0.336,0.384,0.353,0.382,0.384,0.366,0.341
"2022-11-06 10:30:00",530,0.468,0.306,0.318,0.409,0.329,0.336,0.384,0.353,0.381,0.384,0.366,0.341
"2022-11-06 10:45:00",531,0.467,0.306,0.318,0.409,0.329,0.336,0.384,0.352,0.381,0.384,0.366,0.341
"2022-11-06 11:00:00",532,0.468,0.306,0.318,0.409,0.329,0.336,0.385,0.353,0.381,0.384,0.366,0.341
"2022-11-06 11:15:00",533,0.467,0.306,0.318,0.409,0.329,0.336,0.384,0.353,0.381,0.384,0.366,0.341
"2022-11-06 11:30:00",534,0.467,0.306,0.318,0.409,0.329,0.336,0.384,0.353,0.381,0.384,0.366,0.341
"2022-11-06 11:45:00",535,0.467,0.306,0.318,0.409,0.329,0.336,0.384,0.352,0.381,0.384,0.367,0.341
"2022-11-06 12:00:00",536,0.467,0.306,0.318,0.409,0.329,0.336,0.384,0.352,0.381,0.383,0.366,0.341
"2022-11-06 12:15:00",537,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.353,0.381,0.384,0.366,0.341
"2022-11-06 12:30:00",538,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.352,0.382,0.383,0.366,0.341
"2022-11-06 12:45:00",539,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.353,0.381,0.384,0.366,0.341
"2022-11-06 13:00:00",540,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.353,0.382,0.383,0.366,0.34
"2022-11-06 13:15:00",541,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.352,0.381,0.383,0.366,0.341
"2022-11-06 13:30:00",542,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.352,0.381,0.384,0.366,0.341
"2022-11-06 13:45:00",543,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.352,0.381,0.384,0.366,0.341
"2022-11-06 14:00:00",544,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.352,0.381,0.384,0.366,0.341
"2022-11-06 14:15:00",545,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.352,0.381,0.384,0.366,0.341
"2022-11-06 14:30:00",546,0.467,0.306,0.318,0.409,0.328,0.336,0.385,0.352,0.382,0.384,0.366,0.34
"2022-11-06 14:45:00",547,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.353,0.381,0.384,0.366,0.34
"2022-11-06 15:00:00",548,0.467,0.306,0.318,0.409,0.328,0.336,0.384,0.352,0.381,0.383,0.366,0.341
"2022-11-06 15:15:00",549,0.467,0.305,0.318,0.409,0.328,0.336,0.384,0.353,0.381,0.383,0.366,0.341
"2022-11-06 15:30:00",550,0.466,0.305,0.317,0.409,0.328,0.336,0.384,0.352,0.381,0.383,0.366,0.341
"2022-11-06 15:45:00",551,0.466,0.305,0.317,0.409,0.328,0.336,0.384,0.352,0.381,0.383,0.366,0.341
"2022-11-06 16:00:00",552,0.466,0.305,0.317,0.409,0.328,0.336,0.384,0.352,0.382,0.383,0.366,0.341
"2022-11-06 16:15:00",553,0.466,0.305,0.317,0.409,0.328,0.336,0.384,0.352,0.381,0.383,0.366,0.34
"2022-11-06 16:30:00",554,0.466,0.305,0.317,0.409,0.328,0.336,0.384,0.352,0.381,0.383,0.366,0.341
"2022-11-06 17:00:00",555,0.465,0.305,0.317,0.408,0.328,0.335,0.384,0.352,0.38,0.384,0.366,0.341
"2022-11-06 18:00:00",556,0.466,0.305,0.317,0.408,0.328,0.335,0.384,0.352,0.381,0.383,0.365,0.341
"2022-11-06 18:15:00",557,0.465,0.305,0.317,0.408,0.328,0.334,0.383,0.352,0.381,0.383,0.365,0.34
"2022-11-06 18:30:00",558,0.465,0.305,0.317,0.408,0.328,0.335,0.384,0.352,0.381,0.383,0.366,0.34
"2022-11-07 08:00:00",559,0.464,0.304,0.316,0.407,0.327,0.334,0.384,0.352,0.379,0.383,0.366,0.34
"2022-11-07 08:45:00",560,0.467,0.304,0.316,0.408,0.328,0.335,0.384,0.352,0.38,0.383,0.365,0.34
"2022-11-07 09:00:00",561,0.467,0.304,0.316,0.408,0.328,0.335,0.383,0.353,0.381,0.383,0.365,0.34
"2022-11-07 09:15:00",562,0.467,0.304,0.316,0.408,0.328,0.336,0.384,0.352,0.38,0.383,0.365,0.341
"2022-11-07 09:30:00",563,0.467,0.304,0.316,0.408,0.328,0.336,0.384,0.352,0.381,0.383,0.365,0.341
"2022-11-07 09:45:00",564,0.466,0.304,0.316,0.408,0.328,0.336,0.384,0.352,0.381,0.383,0.366,0.34
"2022-11-07 10:00:00",565,0.466,0.304,0.316,0.408,0.328,0.335,0.384,0.352,0.381,0.383,0.365,0.34
"2022-11-07 10:15:00",566,0.466,0.304,0.316,0.408,0.328,0.335,0.384,0.352,0.381,0.383,0.365,0.34
"2022-11-07 10:30:00",567,0.465,0.304,0.316,0.408,0.328,0.335,0.383,0.352,0.381,0.383,0.366,0.341
"2022-11-07 10:45:00",568,0.465,0.304,0.316,0.408,0.328,0.335,0.384,0.352,0.381,0.383,0.366,0.341
"2022-11-07 11:00:00",569,0.465,0.304,0.316,0.408,0.328,0.335,0.384,0.352,0.381,0.384,0.365,0.34
"2022-11-07 11:15:00",570,0.465,0.304,0.316,0.408,0.328,0.335,0.384,0.352,0.381,0.383,0.365,0.34
"2022-11-07 11:30:00",571,0.465,0.304,0.316,0.408,0.327,0.335,0.384,0.352,0.38,0.383,0.365,0.34
"2022-11-07 11:45:00",572,0.465,0.304,0.316,0.408,0.327,0.335,0.384,0.352,0.381,0.383,0.366,0.34
"2022-11-07 12:00:00",573,0.465,0.304,0.316,0.408,0.327,0.335,0.384,0.352,0.381,0.383,0.365,0.34
"2022-11-07 12:15:00",574,0.465,0.304,0.316,0.408,0.327,0.335,0.383,0.352,0.38,0.383,0.366,0.34
"2022-11-07 12:30:00",575,0.465,0.304,0.316,0.408,0.327,0.335,0.384,0.352,0.381,0.383,0.366,0.34
