"TOA5","CR300Series","CR300","28930","CR300.Std.10.04","CPU:PasoAlejoLewis_v01.CR300","10470","c_mVolts_pAlejoLew"
"TIMESTAMP","RECORD","mV_t1_20_L","mV_t1_40_L","mV_t1_60_L","mV_t2_20_L","mV_t2_40_L","mV_t2_60_L","mV_t3_20_L","mV_t3_40_L","mV_t3_60_L","mV_t4_20_L","mV_t4_40_L","mV_t4_60_L"
"TS","RN","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-10-25 23:00:00",717,1657,1751,1851,2609,2824,2874,1869,1934,2008,2721,2720,2844
"2022-10-25 23:15:00",718,1657,1751,1850,2609,2824,2874,1869,1934,2008,2721,2721,2846
"2022-10-25 23:30:00",719,1657,1751,1850,2609,2824,2874,1869,1934,2008,2721,2720,2845
"2022-10-25 23:45:00",720,1657,1751,1850,2610,2825,2874,1869,1934,2008,2721,2720,2846
"2022-10-26 00:00:00",721,1657,1751,1850,2608,2825,2874,1869,1934,2008,2722,2719,2844
"2022-10-26 00:15:00",722,1657,1751,1850,2608,2824,2874,1869,1934,2008,2721,2720,2844
"2022-10-26 00:30:00",723,1657,1751,1850,2609,2825,2873,1869,1934,2008,2721,2720,2846
"2022-10-26 00:45:00",724,1657,1751,1850,2609,2826,2873,1869,1934,2008,2722,2719,2845
"2022-10-26 01:00:00",725,1657,1751,1850,2608,2824,2874,1869,1934,2008,2721,2721,2845
"2022-10-26 01:15:00",726,1657,1751,1850,2609,2825,2874,1869,1934,2008,2722,2719,2844
"2022-10-26 01:30:00",727,1657,1751,1850,2609,2824,2874,1869,1934,2008,2722,2720,2845
"2022-10-26 01:45:00",728,1657,1751,1850,2609,2823,2874,1869,1934,2008,2722,2719,2846
"2022-10-26 02:00:00",729,1657,1751,1850,2608,2823,2873,1869,1934,2008,2722,2720,2844
"2022-10-26 02:15:00",730,1657,1751,1850,2608,2825,2874,1869,1934,2008,2721,2720,2844
"2022-10-26 02:30:00",731,1657,1751,1850,2608,2824,2874,1869,1934,2008,2721,2720,2844
"2022-10-26 02:45:00",732,1657,1751,1850,2608,2824,2874,1869,1934,2008,2721,2719,2845
"2022-10-26 03:00:00",733,1657,1751,1850,2609,2825,2873,1869,1934,2008,2721,2721,2844
"2022-10-26 03:15:00",734,1657,1751,1850,2609,2824,2873,1869,1934,2008,2722,2721,2845
"2022-10-26 03:30:00",735,1657,1751,1850,2608,2823,2874,1869,1934,2008,2721,2721,2845
"2022-10-26 03:45:00",736,1657,1751,1850,2610,2824,2874,1869,1933,2008,2721,2720,2845
"2022-10-26 04:00:00",737,1657,1751,1850,2607,2824,2874,1869,1933,2008,2720,2720,2844
"2022-10-26 04:15:00",738,1657,1751,1850,2609,2825,2874,1869,1934,2008,2721,2721,2844
"2022-10-26 04:30:00",739,1657,1751,1850,2609,2825,2873,1869,1934,2008,2722,2718,2844
"2022-10-26 04:45:00",740,1657,1751,1850,2609,2825,2873,1869,1934,2008,2721,2719,2846
"2022-10-26 05:00:00",741,1657,1751,1850,2609,2823,2874,1869,1934,2008,2721,2720,2846
"2022-10-26 05:15:00",742,1657,1751,1850,2608,2824,2874,1869,1934,2008,2722,2719,2846
"2022-10-26 05:30:00",743,1657,1751,1850,2608,2825,2874,1869,1934,2008,2722,2720,2844
"2022-10-26 05:45:00",744,1657,1751,1850,2609,2824,2873,1869,1933,2008,2721,2719,2846
"2022-10-26 06:00:00",745,1657,1751,1850,2609,2823,2873,1869,1934,2008,2722,2719,2845
"2022-10-26 06:15:00",746,1657,1751,1850,2609,2825,2873,1869,1934,2008,2722,2719,2845
"2022-10-26 06:30:00",747,1657,1751,1850,2609,2823,2873,1869,1934,2008,2722,2718,2845
"2022-10-26 06:45:00",748,1657,1751,1850,2608,2826,2874,1869,1934,2008,2722,2719,2844
"2022-10-26 07:00:00",749,1657,1751,1850,2609,2824,2874,1870,1933,2008,2721,2721,2844
"2022-10-26 07:15:00",750,1656,1751,1849,2609,2824,2874,1870,1933,2008,2722,2719,2844
"2022-10-26 07:30:00",751,1656,1751,1850,2608,2824,2873,1869,1933,2008,2721,2720,2844
"2022-10-26 07:45:00",752,1657,1751,1850,2609,2825,2874,1870,1933,2008,2723,2719,2844
"2022-10-26 08:00:00",753,1657,1751,1850,2608,2825,2874,1870,1934,2008,2723,2719,2844
"2022-10-26 08:15:00",754,1656,1750,1850,2608,2823,2874,1870,1934,2008,2721,2721,2845
"2022-10-26 08:30:00",755,1657,1750,1850,2609,2824,2873,1870,1934,2008,2722,2720,2844
"2022-10-26 08:45:00",756,1657,1750,1850,2609,2825,2873,1870,1934,2008,2721,2719,2846
"2022-10-26 09:00:00",757,1657,1750,1850,2609,2825,2873,1870,1934,2009,2722,2720,2844
"2022-10-26 09:15:00",758,1657,1750,1850,2608,2825,2873,1870,1934,2009,2723,2720,2845
"2022-10-26 09:30:00",759,1657,1750,1850,2608,2825,2873,1870,1934,2009,2721,2719,2844
"2022-10-26 09:45:00",760,1657,1750,1850,2608,2825,2873,1870,1934,2009,2723,2718,2845
"2022-10-26 10:00:00",761,1657,1750,1850,2609,2825,2873,1870,1934,2008,2722,2720,2845
"2022-10-26 10:15:00",762,1657,1750,1850,2609,2824,2873,1870,1934,2009,2722,2719,2845
"2022-10-26 10:30:00",763,1657,1750,1850,2608,2825,2873,1870,1934,2009,2722,2720,2844
"2022-10-26 10:45:00",764,1657,1750,1850,2609,2824,2873,1870,1934,2009,2722,2720,2845
"2022-10-26 11:00:00",765,1656,1750,1850,2608,2825,2872,1870,1934,2008,2721,2719,2843
"2022-10-26 11:15:00",766,1657,1750,1850,2609,2823,2873,1870,1934,2009,2722,2719,2843
"2022-10-26 11:30:00",767,1657,1750,1850,2609,2825,2873,1870,1934,2008,2722,2720,2845
"2022-10-26 11:45:00",768,1657,1750,1850,2609,2825,2873,1870,1934,2009,2722,2718,2845
"2022-10-26 12:00:00",769,1657,1750,1850,2609,2825,2873,1870,1934,2009,2722,2719,2843
"2022-10-26 12:15:00",770,1656,1750,1850,2609,2823,2873,1870,1934,2009,2722,2720,2845
"2022-10-26 12:30:00",771,1656,1750,1850,2609,2825,2873,1870,1934,2009,2721,2718,2844
"2022-10-26 12:45:00",772,1656,1750,1850,2608,2824,2873,1869,1934,2008,2723,2720,2846
"2022-10-26 13:00:00",773,1656,1750,1850,2608,2824,2873,1870,1934,2009,2722,2719,2844
"2022-10-26 13:15:00",774,1656,1750,1850,2609,2825,2873,1869,1934,2009,2721,2718,2843
"2022-10-26 13:30:00",775,1656,1750,1849,2608,2824,2873,1869,1934,2009,2722,2718,2845
"2022-10-26 13:45:00",776,1656,1749,1850,2609,2824,2873,1869,1934,2009,2721,2719,2845
"2022-10-26 14:00:00",777,1656,1749,1850,2609,2823,2873,1869,1934,2008,2720,2720,2844
"2022-10-26 14:15:00",778,1656,1749,1850,2608,2825,2873,1869,1934,2009,2722,2720,2845
"2022-10-26 14:30:00",779,1656,1749,1849,2609,2824,2874,1869,1934,2008,2722,2720,2845
"2022-10-26 14:45:00",780,1656,1749,1849,2608,2824,2873,1869,1934,2008,2721,2719,2844
"2022-10-26 15:00:00",781,1656,1749,1849,2608,2825,2873,1869,1934,2008,2722,2718,2845
"2022-10-26 15:15:00",782,1656,1749,1850,2609,2824,2873,1869,1934,2009,2722,2720,2844
"2022-10-26 15:30:00",783,1656,1749,1849,2608,2824,2873,1869,1934,2008,2721,2720,2844
"2022-10-26 15:45:00",784,1656,1749,1849,2608,2825,2873,1869,1934,2008,2721,2720,2843
"2022-10-26 16:00:00",785,1656,1748,1849,2609,2824,2873,1869,1934,2008,2722,2720,2845
"2022-10-26 16:15:00",786,1656,1748,1848,2608,2824,2873,1869,1934,2009,2721,2719,2844
"2022-10-26 16:30:00",787,1656,1748,1849,2607,2824,2872,1869,1934,2008,2720,2719,2844
"2022-10-26 16:45:00",788,1656,1748,1849,2608,2825,2872,1869,1934,2009,2721,2720,2843
"2022-10-26 17:00:00",789,1656,1748,1849,2607,2824,2873,1869,1934,2008,2720,2719,2844
"2022-10-26 17:15:00",790,1655,1748,1849,2607,2823,2873,1869,1934,2009,2721,2720,2845
"2022-10-26 17:30:00",791,1655,1748,1849,2608,2824,2873,1869,1934,2009,2721,2719,2844
"2022-10-26 17:45:00",792,1655,1748,1849,2607,2825,2873,1869,1934,2008,2721,2717,2844
"2022-10-26 18:00:00",793,1655,1748,1849,2608,2825,2872,1869,1934,2008,2721,2718,2843
"2022-10-26 18:15:00",794,1655,1748,1849,2607,2824,2873,1869,1934,2008,2720,2719,2844
"2022-10-26 18:30:00",795,1655,1747,1848,2607,2825,2873,1869,1933,2008,2721,2719,2843
"2022-10-26 18:45:00",796,1655,1747,1848,2607,2825,2872,1869,1934,2008,2721,2718,2845
"2022-10-26 19:00:00",797,1655,1747,1849,2607,2824,2872,1869,1933,2008,2720,2719,2844
"2022-10-26 19:15:00",798,1655,1747,1848,2607,2825,2873,1869,1934,2008,2721,2719,2843
"2022-10-26 19:30:00",799,1655,1747,1848,2608,2825,2873,1869,1934,2008,2721,2718,2845
"2022-10-26 19:45:00",800,1655,1747,1848,2607,2824,2873,1869,1934,2008,2721,2718,2845
"2022-10-26 20:00:00",801,1655,1747,1848,2607,2824,2873,1869,1933,2008,2721,2718,2844
"2022-10-26 20:15:00",802,1655,1747,1848,2607,2825,2872,1869,1933,2007,2720,2720,2845
"2022-10-26 20:30:00",803,1655,1747,1848,2608,2825,2873,1869,1933,2008,2721,2718,2844
"2022-10-26 20:45:00",804,1655,1747,1848,2608,2825,2873,1869,1933,2008,2720,2718,2843
"2022-10-26 21:00:00",805,1655,1747,1848,2608,2825,2873,1869,1933,2008,2720,2718,2843
"2022-10-26 21:15:00",806,1655,1747,1848,2608,2825,2873,1869,1933,2007,2722,2718,2843
"2022-10-26 21:30:00",807,1655,1747,1848,2607,2825,2873,1869,1933,2008,2722,2719,2845
"2022-10-26 21:45:00",808,1655,1747,1848,2607,2824,2873,1869,1933,2008,2722,2719,2843
"2022-10-26 22:00:00",809,1655,1747,1848,2608,2825,2874,1869,1933,2007,2721,2719,2845
"2022-10-26 22:15:00",810,1655,1747,1848,2608,2823,2873,1869,1933,2008,2721,2719,2843
"2022-10-26 22:30:00",811,1655,1747,1847,2608,2825,2873,1869,1933,2008,2721,2718,2845
"2022-10-26 22:45:00",812,1655,1747,1847,2608,2825,2873,1869,1933,2007,2721,2719,2845
"2022-10-26 23:00:00",813,1655,1747,1848,2608,2825,2873,1869,1933,2007,2721,2719,2843
"2022-10-26 23:15:00",814,1654,1747,1848,2607,2825,2874,1869,1933,2007,2721,2719,2844
"2022-10-26 23:30:00",815,1655,1747,1847,2608,2825,2873,1869,1933,2007,2721,2718,2843
"2022-10-26 23:45:00",816,1654,1747,1848,2607,2824,2873,1869,1933,2007,2722,2718,2845
"2022-10-27 00:00:00",817,1655,1747,1848,2607,2824,2873,1869,1933,2007,2721,2718,2845
"2022-10-27 00:15:00",818,1654,1747,1848,2607,2824,2872,1869,1933,2007,2720,2719,2844
"2022-10-27 00:30:00",819,1654,1747,1847,2607,2825,2872,1869,1933,2007,2720,2719,2844
"2022-10-27 00:45:00",820,1654,1747,1848,2608,2825,2873,1869,1933,2007,2721,2718,2843
"2022-10-27 01:00:00",821,1654,1747,1847,2607,2824,2873,1869,1933,2007,2721,2720,2843
"2022-10-27 01:15:00",822,1654,1747,1847,2608,2823,2873,1869,1933,2007,2721,2719,2845
"2022-10-27 01:30:00",823,1654,1747,1847,2607,2825,2874,1869,1932,2007,2721,2719,2843
"2022-10-27 01:45:00",824,1654,1747,1847,2607,2825,2873,1869,1933,2007,2721,2719,2843
"2022-10-27 02:00:00",825,1654,1747,1847,2607,2825,2873,1869,1933,2007,2722,2719,2845
"2022-10-27 02:15:00",826,1654,1747,1847,2607,2825,2873,1869,1933,2007,2722,2720,2844
"2022-10-27 02:30:00",827,1654,1747,1848,2608,2825,2872,1869,1933,2007,2722,2718,2844
"2022-10-27 02:45:00",828,1654,1747,1848,2607,2825,2872,1869,1933,2007,2722,2720,2843
"2022-10-27 03:00:00",829,1654,1747,1847,2608,2824,2874,1869,1932,2007,2722,2719,2843
"2022-10-27 03:15:00",830,1654,1747,1847,2608,2825,2873,1869,1933,2007,2721,2718,2845
"2022-10-27 03:30:00",831,1654,1747,1847,2609,2825,2873,1869,1933,2007,2722,2719,2845
"2022-10-27 03:45:00",832,1654,1747,1847,2608,2825,2874,1869,1933,2007,2721,2718,2846
"2022-10-27 04:00:00",833,1654,1747,1847,2608,2825,2873,1869,1932,2007,2721,2718,2844
"2022-10-27 04:15:00",834,1654,1747,1847,2608,2826,2873,1869,1932,2007,2722,2718,2843
"2022-10-27 04:30:00",835,1654,1747,1847,2608,2825,2873,1869,1933,2007,2722,2719,2844
"2022-10-27 04:45:00",836,1654,1747,1847,2608,2824,2873,1869,1933,2007,2722,2718,2844
"2022-10-27 05:00:00",837,1654,1746,1847,2607,2825,2873,1869,1933,2007,2723,2718,2846
"2022-10-27 05:15:00",838,1654,1747,1847,2608,2824,2873,1869,1932,2007,2722,2719,2845
"2022-10-27 05:30:00",839,1654,1747,1847,2607,2824,2873,1869,1932,2007,2722,2718,2844
"2022-10-27 05:45:00",840,1654,1747,1847,2608,2824,2873,1869,1933,2007,2722,2719,2844
"2022-10-27 06:00:00",841,1654,1747,1848,2607,2823,2873,1869,1933,2007,2721,2719,2843
"2022-10-27 06:15:00",842,1654,1747,1847,2607,2824,2873,1869,1932,2007,2721,2718,2843
"2022-10-27 06:30:00",843,1654,1747,1847,2607,2826,2873,1869,1932,2007,2722,2719,2843
"2022-10-27 06:45:00",844,1654,1747,1847,2608,2823,2873,1869,1932,2007,2722,2718,2844
"2022-10-27 07:00:00",845,1654,1747,1847,2608,2825,2873,1869,1933,2007,2722,2720,2845
"2022-10-27 07:15:00",846,1654,1746,1848,2607,2825,2873,1869,1932,2007,2723,2720,2844
"2022-10-27 07:30:00",847,1654,1746,1847,2607,2824,2873,1869,1933,2007,2723,2720,2843
"2022-10-27 07:45:00",848,1654,1746,1847,2608,2824,2873,1869,1933,2008,2721,2719,2844
"2022-10-27 08:00:00",849,1654,1746,1848,2607,2825,2873,1870,1933,2008,2721,2718,2843
"2022-10-27 08:15:00",850,1654,1746,1847,2607,2825,2873,1870,1933,2008,2722,2718,2843
"2022-10-27 08:30:00",851,1654,1746,1847,2608,2825,2873,1870,1933,2008,2723,2718,2843
"2022-10-27 08:45:00",852,1654,1746,1847,2608,2824,2873,1870,1933,2008,2722,2719,2843
"2022-10-27 09:00:00",853,1654,1746,1848,2606,2824,2872,1870,1933,2008,2721,2718,2845
"2022-10-27 09:15:00",854,1654,1746,1847,2608,2825,2873,1870,1933,2008,2722,2719,2845
"2022-10-27 09:30:00",855,1654,1746,1848,2607,2826,2874,1870,1933,2008,2721,2718,2843
"2022-10-27 09:45:00",856,1654,1746,1848,2607,2825,2873,1870,1933,2008,2721,2719,2843
"2022-10-27 10:00:00",857,1654,1746,1848,2608,2825,2874,1870,1933,2008,2722,2719,2844
"2022-10-27 10:15:00",858,1654,1746,1847,2607,2825,2873,1870,1933,2008,2723,2720,2843
"2022-10-27 10:30:00",859,1654,1746,1848,2608,2823,2873,1870,1933,2008,2722,2719,2843
"2022-10-27 10:45:00",860,1654,1746,1848,2607,2824,2873,1870,1933,2008,2723,2719,2843
"2022-10-27 11:00:00",861,1654,1746,1848,2609,2824,2873,1870,1934,2008,2723,2719,2843
"2022-10-27 11:15:00",862,1654,1746,1848,2609,2824,2872,1870,1933,2008,2722,2720,2843
"2022-10-27 11:30:00",863,1654,1746,1848,2608,2825,2872,1870,1934,2008,2721,2719,2844
"2022-10-27 11:45:00",864,1654,1746,1848,2608,2823,2872,1870,1934,2008,2723,2720,2843
"2022-10-27 12:00:00",865,1654,1746,1848,2608,2824,2873,1870,1934,2008,2722,2719,2843
"2022-10-27 12:15:00",866,1654,1746,1848,2607,2825,2872,1869,1934,2008,2722,2720,2844
"2022-10-27 12:30:00",867,1654,1746,1848,2608,2824,2872,1869,1933,2008,2721,2718,2844
"2022-10-27 12:45:00",868,1654,1746,1847,2607,2824,2873,1869,1933,2008,2722,2718,2845
"2022-10-27 13:00:00",869,1654,1746,1847,2608,2824,2873,1869,1934,2008,2723,2718,2844
"2022-10-27 13:15:00",870,1654,1746,1848,2608,2824,2873,1869,1933,2007,2722,2720,2844
"2022-10-27 13:30:00",871,1653,1746,1847,2607,2823,2872,1869,1934,2007,2722,2717,2843
"2022-10-27 13:45:00",872,1653,1746,1847,2607,2825,2873,1869,1933,2007,2721,2718,2843
"2022-10-27 14:00:00",873,1653,1745,1847,2607,2824,2873,1869,1934,2008,2722,2719,2845
"2022-10-27 14:15:00",874,1653,1745,1848,2608,2824,2873,1869,1933,2008,2722,2719,2845
"2022-10-27 14:30:00",875,1653,1745,1848,2607,2823,2873,1869,1934,2007,2722,2718,2844
"2022-10-27 14:45:00",876,1653,1745,1847,2608,2824,2873,1869,1934,2007,2721,2717,2844
"2022-10-27 15:00:00",877,1653,1745,1848,2607,2824,2873,1869,1934,2008,2720,2719,2843
"2022-10-27 15:15:00",878,1653,1745,1847,2608,2823,2873,1868,1934,2007,2722,2718,2843
"2022-10-27 15:30:00",879,1653,1745,1847,2608,2823,2872,1868,1933,2007,2722,2717,2843
"2022-10-27 15:45:00",880,1653,1745,1847,2607,2825,2872,1868,1933,2007,2721,2718,2845
"2022-10-27 16:00:00",881,1653,1745,1847,2607,2823,2872,1868,1933,2007,2722,2719,2843
"2022-10-27 16:15:00",882,1653,1744,1847,2608,2823,2872,1868,1933,2007,2721,2718,2845
"2022-10-27 16:30:00",883,1653,1744,1847,2607,2824,2872,1868,1933,2007,2722,2718,2843
"2022-10-27 16:45:00",884,1653,1744,1846,2606,2823,2872,1868,1933,2007,2720,2719,2843
"2022-10-27 17:00:00",885,1653,1744,1846,2607,2824,2872,1868,1933,2007,2721,2719,2843
"2022-10-27 17:15:00",886,1652,1744,1847,2606,2823,2872,1868,1933,2007,2721,2716,2844
"2022-10-27 17:30:00",887,1652,1744,1847,2608,2825,2872,1868,1933,2007,2721,2718,2843
"2022-10-27 17:45:00",888,1652,1744,1846,2607,2824,2872,1868,1933,2007,2720,2717,2843
"2022-10-27 18:00:00",889,1652,1743,1847,2608,2823,2872,1868,1933,2007,2720,2719,2843
"2022-10-27 18:15:00",890,1652,1743,1847,2607,2824,2873,1868,1932,2006,2720,2718,2843
"2022-10-27 18:30:00",891,1652,1743,1846,2607,2825,2872,1868,1933,2006,2721,2719,2844
"2022-10-27 18:45:00",892,1652,1743,1847,2606,2823,2872,1868,1933,2007,2721,2718,2843
"2022-10-27 19:00:00",893,1652,1743,1846,2607,2824,2872,1868,1933,2006,2721,2717,2844
"2022-10-27 19:15:00",894,1652,1743,1847,2608,2824,2872,1868,1932,2007,2721,2717,2842
"2022-10-27 19:30:00",895,1652,1743,1846,2607,2823,2872,1868,1932,2006,2721,2718,2845
"2022-10-27 19:45:00",896,1652,1743,1846,2607,2825,2873,1868,1932,2006,2720,2718,2843
"2022-10-27 20:00:00",897,1652,1743,1846,2606,2823,2872,1868,1933,2006,2721,2717,2844
"2022-10-27 20:15:00",898,1652,1743,1846,2607,2823,2872,1868,1932,2005,2720,2717,2844
"2022-10-27 20:30:00",899,1652,1743,1846,2606,2824,2872,1868,1933,2006,2721,2719,2844
"2022-10-27 20:45:00",900,1652,1743,1846,2607,2823,2872,1868,1932,2005,2722,2718,2843
"2022-10-27 21:00:00",901,1652,1743,1846,2606,2825,2873,1868,1932,2006,2721,2718,2843
"2022-10-27 21:15:00",902,1652,1743,1846,2606,2823,2872,1868,1932,2005,2721,2717,2845
"2022-10-27 21:30:00",903,1652,1743,1846,2606,2823,2872,1868,1932,2005,2721,2719,2843
"2022-10-27 21:45:00",904,1652,1743,1846,2607,2825,2872,1868,1932,2005,2720,2717,2844
"2022-10-27 22:00:00",905,1652,1743,1846,2606,2825,2872,1868,1932,2006,2721,2718,2844
"2022-10-27 22:15:00",906,1652,1743,1846,2606,2824,2873,1868,1932,2005,2720,2718,2844
"2022-10-27 22:30:00",907,1652,1743,1845,2607,2823,2872,1868,1932,2005,2721,2719,2845
"2022-10-27 22:45:00",908,1652,1743,1846,2606,2823,2872,1868,1932,2005,2720,2718,2845
"2022-10-27 23:00:00",909,1652,1743,1845,2607,2825,2873,1868,1932,2005,2721,2718,2843
"2022-10-27 23:15:00",910,1652,1743,1846,2607,2825,2872,1868,1932,2005,2721,2717,2844
"2022-10-27 23:30:00",911,1652,1743,1846,2607,2825,2872,1868,1932,2005,2721,2718,2844
"2022-10-27 23:45:00",912,1651,1743,1846,2607,2824,2872,1868,1932,2005,2720,2717,2844
"2022-10-28 00:00:00",913,1651,1743,1846,2606,2823,2872,1868,1932,2004,2721,2718,2845
"2022-10-28 00:15:00",914,1651,1743,1845,2608,2823,2873,1868,1932,2005,2721,2718,2844
"2022-10-28 00:30:00",915,1651,1743,1846,2606,2823,2872,1868,1932,2004,2720,2718,2843
"2022-10-28 00:45:00",916,1651,1743,1846,2606,2823,2873,1868,1932,2005,2721,2719,2843
"2022-10-28 01:00:00",917,1651,1743,1845,2607,2824,2872,1868,1932,2004,2721,2719,2844
"2022-10-28 01:15:00",918,1651,1743,1846,2606,2825,2873,1868,1932,2005,2720,2717,2844
"2022-10-28 01:30:00",919,1651,1743,1845,2607,2823,2872,1868,1932,2004,2720,2718,2843
"2022-10-28 01:45:00",920,1651,1743,1846,2607,2824,2873,1868,1932,2004,2721,2719,2843
"2022-10-28 02:00:00",921,1651,1743,1846,2606,2825,2872,1868,1932,2004,2721,2718,2844
"2022-10-28 02:15:00",922,1651,1743,1846,2607,2823,2873,1868,1932,2005,2720,2719,2843
"2022-10-28 02:30:00",923,1651,1743,1845,2607,2824,2872,1868,1932,2004,2722,2719,2844
"2022-10-28 02:45:00",924,1651,1743,1846,2607,2825,2872,1868,1932,2005,2721,2719,2843
"2022-10-28 03:00:00",925,1651,1743,1845,2607,2824,2873,1868,1932,2004,2721,2719,2845
"2022-10-28 03:15:00",926,1651,1743,1846,2607,2824,2873,1868,1932,2004,2721,2718,2845
"2022-10-28 03:30:00",927,1651,1743,1846,2605,2825,2873,1868,1932,2004,2720,2717,2845
"2022-10-28 03:45:00",928,1651,1743,1845,2607,2824,2872,1868,1932,2004,2721,2719,2845
"2022-10-28 04:00:00",929,1651,1743,1845,2607,2824,2873,1868,1932,2004,2721,2718,2843
"2022-10-28 04:15:00",930,1651,1743,1846,2607,2824,2872,1868,1932,2004,2722,2719,2843
"2022-10-28 04:30:00",931,1651,1743,1845,2608,2823,2872,1868,1932,2004,2721,2719,2843
"2022-10-28 04:45:00",932,1651,1743,1845,2607,2823,2873,1868,1932,2005,2721,2718,2843
"2022-10-28 05:00:00",933,1651,1743,1845,2606,2825,2872,1868,1932,2004,2720,2718,2845
"2022-10-28 05:15:00",934,1651,1743,1845,2607,2824,2872,1868,1932,2004,2720,2718,2843
"2022-10-28 05:30:00",935,1651,1743,1845,2607,2825,2873,1868,1932,2004,2721,2719,2845
"2022-10-28 05:45:00",936,1651,1743,1846,2607,2822,2873,1868,1932,2004,2722,2719,2844
"2022-10-28 06:00:00",937,1651,1743,1845,2606,2824,2873,1868,1932,2004,2721,2719,2844
"2022-10-28 06:15:00",938,1651,1743,1846,2606,2823,2873,1868,1932,2005,2721,2719,2842
"2022-10-28 06:30:00",939,1651,1743,1846,2606,2824,2873,1868,1932,2004,2722,2718,2844
"2022-10-28 06:45:00",940,1651,1743,1845,2608,2823,2872,1868,1932,2004,2720,2718,2845
"2022-10-28 07:00:00",941,1651,1743,1845,2608,2824,2873,1868,1932,2004,2721,2718,2844
"2022-10-28 07:15:00",942,1651,1743,1845,2606,2823,2873,1868,1932,2004,2721,2717,2843
"2022-10-28 07:30:00",943,1651,1743,1846,2607,2825,2872,1868,1932,2004,2721,2718,2845
"2022-10-28 07:45:00",944,1651,1743,1845,2606,2824,2872,1868,1932,2004,2721,2719,2843
"2022-10-28 08:00:00",945,1651,1743,1846,2607,2824,2873,1868,1932,2004,2722,2717,2844
"2022-10-28 08:15:00",946,1651,1743,1845,2607,2823,2872,1868,1932,2004,2722,2717,2844
"2022-10-28 08:30:00",947,1651,1743,1846,2607,2825,2872,1868,1932,2004,2722,2718,2844
"2022-10-28 08:45:00",948,1651,1743,1845,2607,2823,2872,1868,1932,2004,2721,2718,2843
"2022-10-28 09:00:00",949,1651,1743,1845,2606,2825,2872,1868,1932,2004,2720,2718,2843
"2022-10-28 09:15:00",950,1651,1743,1846,2607,2823,2872,1868,1932,2004,2722,2718,2844
"2022-10-28 09:30:00",951,1651,1743,1846,2607,2823,2872,1868,1932,2004,2721,2719,2844
"2022-10-28 09:45:00",952,1651,1743,1845,2607,2824,2872,1868,1932,2005,2722,2719,2843
"2022-10-28 10:00:00",953,1651,1743,1845,2608,2825,2872,1868,1932,2004,2722,2719,2843
"2022-10-28 10:15:00",954,1651,1743,1846,2607,2823,2872,1869,1932,2005,2722,2718,2843
"2022-10-28 10:30:00",955,1651,1743,1845,2607,2823,2872,1868,1933,2004,2722,2718,2843
"2022-10-28 10:45:00",956,1651,1743,1846,2607,2823,2872,1869,1932,2004,2722,2719,2842
"2022-10-28 11:00:00",957,1651,1743,1845,2607,2825,2872,1869,1932,2005,2721,2717,2843
"2022-10-28 11:15:00",958,1651,1742,1846,2606,2823,2872,1869,1932,2004,2721,2718,2843
"2022-10-28 11:30:00",959,1651,1742,1846,2607,2823,2872,1869,1932,2004,2721,2718,2842
"2022-10-28 11:45:00",960,1651,1743,1846,2606,2823,2872,1869,1933,2004,2722,2718,2842
"2022-10-28 12:00:00",961,1651,1743,1846,2608,2825,2872,1869,1932,2004,2722,2719,2843
"2022-10-28 12:15:00",962,1651,1742,1846,2607,2824,2872,1869,1933,2005,2722,2718,2842
"2022-10-28 12:30:00",963,1651,1743,1846,2608,2825,2871,1869,1932,2005,2722,2718,2843
"2022-10-28 12:45:00",964,1651,1742,1846,2607,2824,2872,1869,1932,2005,2722,2719,2844
"2022-10-28 13:00:00",965,1651,1742,1846,2608,2823,2871,1869,1932,2005,2721,2716,2843
"2022-10-28 13:15:00",966,1651,1742,1846,2607,2824,2872,1869,1933,2004,2721,2717,2843
"2022-10-28 13:30:00",967,1651,1742,1846,2607,2824,2872,1869,1933,2005,2722,2718,2844
"2022-10-28 13:45:00",968,1651,1742,1846,2607,2823,2872,1869,1933,2005,2720,2718,2842
"2022-10-28 14:00:00",969,1651,1742,1846,2608,2824,2872,1869,1932,2005,2723,2719,2843
"2022-10-28 14:15:00",970,1651,1742,1846,2607,2824,2872,1869,1933,2005,2723,2717,2844
"2022-10-28 14:30:00",971,1651,1742,1846,2607,2823,2872,1869,1932,2005,2722,2719,2843
"2022-10-28 14:45:00",972,1651,1742,1846,2607,2824,2872,1869,1933,2005,2723,2719,2844
"2022-10-28 15:00:00",973,1651,1742,1846,2607,2823,2872,1869,1932,2004,2722,2718,2842
"2022-10-28 15:15:00",974,1651,1742,1846,2607,2824,2872,1869,1932,2004,2723,2719,2843
"2022-10-28 15:30:00",975,1651,1742,1846,2607,2825,2872,1869,1932,2004,2721,2719,2844
"2022-10-28 15:45:00",976,1651,1742,1846,2608,2823,2872,1869,1932,2004,2722,2718,2843
"2022-10-28 16:00:00",977,1651,1742,1846,2607,2824,2872,1869,1932,2005,2721,2717,2843
"2022-10-28 16:15:00",978,1651,1742,1846,2607,2823,2873,1869,1932,2004,2720,2719,2843
"2022-10-28 16:30:00",979,1651,1742,1846,2606,2823,2872,1869,1932,2004,2721,2718,2843
